0.000000000000000000e+00,0.000000000000000000e+00
-5.020080321285141402e-03,2.727525644017292361e-02
-1.004016064257028280e-02,3.833711464264416557e-02
-1.506024096385542507e-02,4.666244995430622600e-02
-2.008032128514056561e-02,5.354333986334691708e-02
-2.510040160642570267e-02,5.948318571726353421e-02
-3.012048192771085015e-02,6.474152186808637688e-02
-3.514056224899599068e-02,6.947326864259514845e-02
-4.016064257028113121e-02,7.377981152961378408e-02
-4.518072289156626481e-02,7.773185482267433444e-02
-5.020080321285140534e-02,8.138106075967647957e-02
-5.522088353413655282e-02,8.476654987632703531e-02
-6.024096385542170029e-02,8.791879228509894006e-02
-6.526104417670683389e-02,9.086206704215876728e-02
-7.028112449799198136e-02,9.361608595132561716e-02
-7.530120481927711495e-02,9.619710495585127863e-02
-8.032128514056226243e-02,9.861870809484879485e-02
-8.534136546184739602e-02,1.008923748460495567e-01
-9.036144578313252962e-02,1.030278998583558508e-01
-9.538152610441767709e-02,1.050337094829078000e-01
-1.004016064257028107e-01,1.069171045138484766e-01
-1.054216867469879720e-01,1.086844491124621392e-01
-1.104417670682731056e-01,1.103413197832180948e-01
-1.154618473895582392e-01,1.118926242229319884e-01
-1.204819277108434006e-01,1.133426971218480656e-01
-1.255020080321285203e-01,1.146953781003600681e-01
-1.305220883534136678e-01,1.159540756320491389e-01
-1.355421686746987875e-01,1.171218198507444630e-01
-1.405622489959839627e-01,1.182013064478830422e-01
-1.455823293172690824e-01,1.191949333578878334e-01
-1.506024096385542299e-01,1.201048315504631703e-01
-1.556224899598393774e-01,1.209328909631610383e-01
-1.606425702811245249e-01,1.216807823899045543e-01
-1.656626506024096446e-01,1.223499759734331394e-01
-1.706827309236947920e-01,1.229417568190274285e-01
-1.757028112449799395e-01,1.234572381440915551e-01
-1.807228915662650592e-01,1.238973722964044205e-01
-1.857429718875502345e-01,1.242629599080498221e-01
-1.907630522088353542e-01,1.245546573984056132e-01
-1.957831325301205017e-01,1.247729829952287928e-01
-2.008032128514056214e-01,1.249183214055886865e-01
-2.058232931726907966e-01,1.249909272364242707e-01
-2.108433734939759441e-01,1.249909272364242707e-01
-2.158634538152610638e-01,1.249183214055886865e-01
-2.208835341365462113e-01,1.247729829952287928e-01
-2.259036144578313587e-01,1.245546573984056132e-01
-2.309236947791164785e-01,1.242629599080498082e-01
-2.359437751004016259e-01,1.238973722964044066e-01
-2.409638554216868012e-01,1.234572381440915412e-01
-2.459839357429718931e-01,1.229417568190274146e-01
-2.510040160642570406e-01,1.223499759734331394e-01
-2.560240963855421881e-01,1.216807823899045543e-01
-2.610441767068273355e-01,1.209328909631610244e-01
-2.660642570281124830e-01,1.201048315504631703e-01
-2.710843373493975750e-01,1.191949333578878334e-01
-2.761044176706827780e-01,1.182013064478830283e-01
-2.811244979919679254e-01,1.171218198507444630e-01
-2.861445783132530174e-01,1.159540756320491389e-01
