-5.644374250857239872e+00 4.786613843219419628e+00
-3.035726727004270042e+00 2.565843360532140238e+00
-1.536089320289589999e+00 1.289703175618620135e+00
-6.962265900333440838e-01 5.760656604212349707e-01
-2.443493221027899787e-01 1.927055358910669813e-01
-1.633004445886529835e-02 -5.267693288915650893e-04
8.606267708336490241e-02 -8.728918114289600794e-02
1.207657218348650030e-01 -1.167708585998479959e-01
1.212544396462790081e-01 -1.173150871953579921e-01
1.063295170354640051e-01 -1.048081444021530112e-01
8.612891373286639396e-02 -8.780711985191169688e-02
6.578395158396259379e-02 -7.064371286715240283e-02
4.761353275033659849e-02 -5.527972630029240331e-02
3.241927124977730251e-02 -4.239905420287180121e-02
2.023386980876979921e-02 -3.203744536969280188e-02
1.074151314345109937e-02 -2.393592592202660116e-02
3.504766147362219954e-03 -1.773157186854900161e-02
-1.920302355737689773e-03 -1.305445186586779924e-02
-5.931785227396670253e-03 -9.571882086677370449e-03
-8.863508672648979028e-03 -7.004210964221920487e-03
-1.098382916909989952e-02 -5.126108990369930042e-03
-1.250228398222709945e-02 -3.761215878476920158e-03
-1.357903149132529998e-02 -2.774392719398180007e-03
-1.433450525251249962e-02 -2.063745893231749926e-03
-1.485810374225940075e-02 -1.553419490816849947e-03
-1.521549367994129952e-02 -1.187519413939439961e-03
-1.545448998966869950e-02 -9.252084657214859620e-04
-1.560965210691150039e-02 -7.368622278557419988e-04
-1.570580018252680163e-02 -6.011204608661920154e-04
-1.576066101407189862e-02 -5.026621397714119664e-04
-1.578683330390629955e-02 -4.305480063642990059e-04
-1.579323196416310138e-02 -3.769986623767319933e-04
-1.578614026897059985e-02 -3.365014385273930103e-04
-1.576997065301680157e-02 -3.051622617053529620e-04
-1.574781133562690172e-02 -2.802381911020249746e-04
-1.572181688237109937e-02 -2.598020314108990050e-04
-1.569348590934300028e-02 -2.425028197696240263e-04
-1.566385767353190017e-02 -2.273954664289290094e-04
-1.563365071174629972e-02 -2.138200193249669833e-04
-1.560336025943850034e-02 -2.013163715140709939e-04
-1.557332648768289945e-02 -1.895641797561239972e-04
-1.554378215904730041e-02 -1.783406540263409823e-04
-1.551488581772460067e-02 -1.674909711143420009e-04
-1.548674485189789965e-02 -1.569075818333639800e-04
-1.545943146954159922e-02 -1.465157677115159975e-04
-1.543299375532249974e-02 -1.362635773822810036e-04
-1.540746329420140080e-02 -1.261148279532000108e-04
-1.538286042316290049e-02 -1.160442421800010040e-04
-1.535919784467519936e-02 -1.060340786617800060e-04
-1.533648310133869930e-02 -9.607179648498610151e-05
-1.531472027277339977e-02 -8.614844131668579388e-05
-1.529391113613660057e-02 -7.625752781926409707e-05
-1.527405595857109916e-02 -6.639427213305179880e-05
-1.525515403474170077e-02 -5.655505939040300585e-05
-1.523720405653559984e-02 -4.673707874746839506e-05
-1.522020435947019946e-02 -3.693807106219070257e-05
-1.520415309601510015e-02 -2.715615701041460383e-05
-1.518904834426509920e-02 -1.738971735215600142e-05
-1.517488819206100174e-02 -7.637310366155529052e-06
-1.516167078252230078e-02 2.102381993104170004e-06
-1.514939435605069940e-02 1.183059536667049962e-05
-1.513805726689339964e-02 2.154850693381880311e-05
-1.512765800688050007e-02 3.125725590719630154e-05
-1.511819520810279982e-02 4.095795424061699901e-05
-1.510966765774729957e-02 5.065169618369579535e-05
-1.510207429904270038e-02 6.033956467896070807e-05
-1.509541423404609992e-02 7.002263415585310250e-05
-1.508968672871520075e-02 7.970197518037449571e-05
-1.508489121358880074e-02 8.937865491725470208e-05
-1.508102728423920021e-02 9.905374067204541296e-05
-1.507809470404200027e-02 1.087282990185750033e-04
-1.507609340358380054e-02 1.184033969929080139e-04
-1.507502348211339945e-02 1.280801042806560032e-04
-1.507488521032659956e-02 1.377594921169679920e-04
-1.507567902677659985e-02 1.474426346888350057e-04
-1.507740554323840076e-02 1.571306089564560157e-04
-1.508006554286880040e-02 1.668244956391280070e-04
-1.508365998323379920e-02 1.765253791763580040e-04
-1.508818999546130031e-02 1.862343480856409785e-04
-1.509365688540719938e-02 1.959524956588699831e-04
-1.510006213706290012e-02 2.056809196670179917e-04
-1.510740741148160031e-02 2.154207230533290100e-04
-1.511569454892880068e-02 2.251730146205149839e-04
-1.512492556939350023e-02 2.349389085896519944e-04
-1.513510267566899742e-02 2.447195256472700273e-04
-1.514622825420810018e-02 2.545159927179490482e-04
-1.515830487622399879e-02 2.643294437690270012e-04
-1.517133529942039927e-02 2.741610199714189749e-04
-1.518532246967719927e-02 2.840118696196669958e-04
-1.520026952494749929e-02 2.938831493640680346e-04
-1.521617979391990012e-02 3.037760241836969964e-04
-1.523305679923120035e-02 3.136916668767799829e-04
-1.525090426170270033e-02 3.236312600822299551e-04
-1.526972610008080038e-02 3.335959955757470123e-04
-1.528952643288129971e-02 3.435870747361379754e-04
-1.531030958313140018e-02 3.536057088963700449e-04
-1.533208008068329999e-02 3.636531203530310040e-04
-1.535484266160190049e-02 3.737305422939810030e-04
-1.537860227375439925e-02 3.838392191738129646e-04
-1.540336408002460078e-02 3.939804071142730037e-04
